aX,aY,aZ,gX,gY,gZ
0.98,0.035,0.023,4.211,-0.122,-1.282
0.994,0.055,-0.006,4.211,-0.671,-0.977
1.001,0.071,-0.013,4.639,-1.587,-0.793
1.002,0.082,-0.016,3.845,-1.892,-1.221
0.984,0.076,-0.023,2.747,-1.282,-1.953
0.964,0.048,-0.016,2.319,-0.916,-2.686
0.941,0.026,-0.002,1.343,-1.465,-2.441
0.938,0.024,-0.004,0.488,-1.404,-0.854
0.96,0.039,-0.008,0.061,-1.099,0.916
0.979,0.074,-0.007,0.427,-1.77,1.648
0.98,0.071,-0.013,1.099,-2.136,-0.061
0.973,0.059,-0.009,1.465,-2.563,-1.709
0.996,0.07,0,1.77,-3.113,-2.014
0.999,0.064,0,1.709,-2.93,-2.808
0.994,0.037,0.014,1.953,-2.563,-3.845
0.998,0.038,0.045,2.502,-2.808,-2.991
1.009,0.047,0.033,2.502,-1.648,-2.136
1,0.061,-0.027,1.343,0.549,-2.258
0.995,0.067,-0.037,0.854,-0.977,-2.625
0.984,0.062,-0.007,0.854,-3.357,-3.845
0.969,0.055,-0.004,1.221,-3.784,-5.249
0.974,0.054,-0.01,1.709,-3.418,-6.042
0.975,0.052,-0.016,0.793,-3.601,-6.348
0.962,0.048,-0.025,-0.732,-4.517,-6.042
0.955,0.029,-0.02,-1.587,-6.714,-5.493
0.97,0.02,0.006,-2.869,-8.118,-3.235
0.989,-0.004,0.073,-3.784,-8.118,-1.099
0.997,-0.023,0.097,-3.357,-5.737,0.854
1.023,-0.012,0.085,-2.686,-2.991,2.686
1.037,0.01,0.053,-1.892,-0.977,3.235
1.018,0.01,0.042,-0.916,-0.244,2.014
1.003,-0.008,0.022,-0.549,0.61,1.099
0.989,0.004,0.025,-0.244,0.854,2.625
0.978,0.018,0.005,0.427,0.793,3.906
0.97,0.019,-0.001,0.61,2.258,3.845
0.981,0.029,0.003,0.671,2.93,3.967
1.001,0.031,0.009,1.099,2.502,3.967
1.018,0.043,0.015,1.404,0.488,3.235
1.011,0.035,0.038,3.113,-2.197,1.77
1.002,0.016,0.047,4.028,-2.441,0
0.986,0.019,0.018,3.601,-0.61,0.61
0.989,0.045,-0.011,2.197,1.587,2.075
0.992,0.064,-0.021,1.587,1.343,2.197
0.992,0.066,-0.013,1.709,-0.244,1.648
0.978,0.073,-0.012,1.526,-1.221,0.671
0.956,0.061,-0.021,1.099,-1.77,0
0.956,0.064,-0.014,0.244,-1.892,0.183
0.973,0.072,0.003,-0.549,-1.587,0.916
0.99,0.076,0.009,-1.343,-0.916,1.343
0.99,0.074,0.028,-2.075,-0.916,1.038
0.975,0.049,0.031,-1.648,-1.099,-0.061
0.977,0.049,0.02,-0.671,-0.916,-0.305
0.993,0.055,0.021,0.305,-0.916,-0.183
0.997,0.049,0.013,0.366,-0.671,-0.854
0.983,0.046,-0.006,-0.061,-1.16,-1.221
0.974,0.039,0,-0.793,-2.502,-1.16
0.97,0.028,0.032,-0.61,-3.845,-1.282
,,,,,
2.37,0.294,0.277,-11.108,-30.762,66.833
2.451,0.521,0.276,-8.606,-12.024,63.11
2.49,0.648,0.327,-6.348,-2.563,50.049
2.326,0.6,0.452,-7.08,2.258,28.503
2.005,0.391,0.423,-7.202,12.939,8.24
1.788,0.302,0.344,-7.324,22.522,-0.305
1.532,0.3,0.443,-2.319,20.63,-1.648
1.277,0.294,0.217,1.587,32.104,-9.766
0.995,0.236,-0.007,5.981,41.382,-20.569
0.735,0.162,-0.101,9.033,36.499,-27.344
0.549,0.088,-0.218,7.69,31.25,-28.503
0.447,0.048,-0.235,4.028,25.635,-24.719
0.484,0.022,-0.161,1.282,16.479,-18.372
0.569,0.046,-0.081,-1.404,8.85,-11.292
0.666,0.052,-0.024,-3.601,3.784,-6.47
0.73,0.026,0.01,-4.456,0.793,-4.272
0.836,0.031,0.043,-2.686,-2.441,-2.686
0.893,-0.003,0.087,1.77,-4.028,-4.272
0.903,-0.05,0.036,4.333,-0.366,-5.615
0.966,-0.023,-0.023,4.7,3.662,-1.465
1.02,0.023,-0.023,4.333,3.845,4.15
1.093,0.071,-0.054,4.15,3.418,5.249
1.123,0.122,-0.048,3.967,1.709,4.333
1.076,0.112,-0.062,3.479,2.319,1.831
1.047,0.102,-0.123,1.221,4.944,1.099
1.032,0.113,-0.077,-0.793,2.502,3.296
1.071,0.193,-0.065,-2.197,0.671,3.784
1.015,0.152,-0.022,-0.427,-1.587,-2.197
0.951,0.109,-0.048,-0.061,-0.793,-7.019
0.927,0.102,-0.015,0.183,-1.343,-7.263
0.932,0.103,0.014,0.549,-2.747,-6.104
0.943,0.116,0.024,0.977,-3.723,-5.432
0.938,0.114,0.033,1.282,-4.395,-5.676
0.935,0.105,0.033,1.221,-4.089,-6.287
0.919,0.1,0.005,1.221,-2.808,-5.981
0.932,0.087,-0.005,1.099,-1.892,-5.371
0.958,0.105,0,2.686,-2.319,-4.517
0.974,0.108,-0.022,4.028,-2.38,-5.31
0.983,0.107,-0.069,4.578,-1.221,-6.287
0.997,0.099,-0.076,4.944,-1.831,-7.019
1.015,0.096,-0.045,4.333,-2.93,-6.836
1.035,0.1,-0.015,3.113,-2.625,-5.066
1.044,0.088,-0.01,1.831,-0.793,-3.601
1.029,0.09,-0.024,0.366,1.953,-1.465
1.031,0.104,-0.031,-0.854,3.418,1.282
1.017,0.11,-0.041,-1.404,4.578,3.113
1.058,0.136,-0.072,-1.709,5.188,4.089
1.043,0.169,-0.037,-0.488,1.526,1.953
1.034,0.138,-0.039,1.282,-1.526,-4.211
1.001,0.115,-0.061,1.343,-0.427,-6.958
0.995,0.099,-0.05,0.427,-0.854,-8.484
0.986,0.092,-0.034,-0.488,-1.465,-8.85
0.965,0.067,-0.024,-0.732,-1.526,-9.888
0.93,0.025,-0.018,0,-1.587,-10.62
0.921,0.007,-0.006,0.793,-1.465,-9.216
0.92,0.012,-0.011,1.099,-0.61,-6.592
0.93,0.03,-0.046,1.038,0.427,-4.333
0.953,0.06,-0.059,0.977,-0.427,-3.052
0.954,0.064,-0.029,1.587,-2.502,-3.479
0.942,0.04,-0.018,2.258,-3.052,-5.066
0.909,0.011,-0.015,2.808,-2.747,-5.554
0.912,0.009,-0.023,2.808,-1.526,-3.967
0.966,0.054,-0.019,2.625,-0.61,-1.099
1.002,0.074,-0.01,2.625,-0.61,-0.305
1.002,0.083,-0.038,2.014,0.488,-0.793
1.001,0.082,-0.029,2.075,-0.122,-0.977
1.001,0.089,-0.017,1.587,-1.526,-0.854
1.001,0.095,-0.02,1.282,-1.099,-0.854
1.001,0.086,-0.022,1.038,-0.122,-1.038
1.001,0.083,-0.011,1.099,0,-0.549
1.008,0.099,-0.014,0.671,0.183,0.61
1.015,0.106,-0.018,0.427,0.488,0.854
1.024,0.12,-0.037,0.122,0.732,0.061
0.997,0.104,0,2.136,-1.526,-2.075
0.989,0.072,-0.019,2.808,-1.038,-5.005
0.983,0.069,-0.032,2.014,0.061,-4.211
0.965,0.058,-0.037,1.221,-0.244,-2.93
0.949,0.048,-0.026,0.244,-0.793,-2.38
0.932,0.021,-0.022,-0.061,-0.671,-1.526
0.948,0.031,-0.025,-0.122,-0.427,0.061
0.976,0.05,-0.009,0.732,-0.854,1.038
0.993,0.071,-0.025,0.977,0.244,0.366
1.018,0.092,-0.02,1.282,0.488,-0.671
1.01,0.081,-0.03,0.183,-0.122,-1.709
0.984,0.071,-0.038,-1.099,-1.099,-2.441
0.989,0.069,-0.024,-1.404,-2.808,-2.808
0.983,0.048,0.015,-1.648,-2.563,-2.686
0.987,0.052,0.005,-1.343,-0.549,-2.075
0.972,0.031,0.005,0.793,-0.854,-2.197
0.967,0.024,-0.023,1.221,-0.183,-1.404
0.968,0.036,-0.025,0.61,-0.122,2.014
0.985,0.067,-0.032,0.244,-0.122,3.967
1.001,0.082,-0.033,0.61,0.671,3.418
1.001,0.079,-0.016,0.122,1.831,2.502
0.993,0.07,-0.009,0.122,1.099,2.991
0.998,0.088,-0.025,0.244,-0.183,3.174
0.994,0.087,-0.023,0.305,-0.793,2.563
0.981,0.088,-0.029,-0.244,0,1.892
0.97,0.076,-0.021,0.488,-0.122,1.587
0.978,0.078,-0.012,1.282,-0.366,1.526
0.998,0.089,-0.031,1.404,-0.427,2.014
1.005,0.102,-0.025,1.282,-1.16,1.465
1.018,0.099,-0.04,1.038,-1.77,-0.183
1.009,0.085,-0.015,0.977,-3.235,-1.709
1.003,0.062,-0.014,1.038,-3.052,-2.93
0.988,0.049,-0.008,1.282,-2.38,-3.113
0.977,0.044,-0.002,1.465,-2.136,-2.502
0.959,0.029,-0.005,1.526,-1.404,-2.197
0.954,0.031,-0.013,0.977,-0.427,-1.099
0.953,0.035,-0.007,1.221,-0.427,0.305
0.954,0.039,-0.005,1.709,-0.671,1.343
0.959,0.054,-0.015,2.319,-0.732,1.892
0.97,0.063,-0.007,2.991,-1.404,1.77
0.981,0.07,-0.009,2.808,-1.099,1.282
0.982,0.069,-0.021,1.892,-0.427,0.732
0.986,0.074,-0.03,1.221,-0.305,0.427
1,0.089,-0.033,0.916,-0.671,0.549
1.001,0.092,-0.042,0.366,-0.61,0
1.001,0.08,-0.029,-0.549,-0.549,-0.366
,,,,,
2.08,0.449,-0.008,-7.202,-10.864,16.663
1.87,0.371,0.024,-4.639,-8.24,-0.427
1.662,0.272,0.057,-4.028,-8.667,-11.475
1.431,0.153,0.118,-3.662,-8.606,-18.799
1.192,0.116,0.101,-3.845,-6.104,-18.066
1.045,0.038,0.057,-3.418,-1.953,-16.418
1.007,-0.013,0.154,-3.54,-0.916,-13.672
1,-0.023,0.246,-4.456,0.977,-6.165
1.013,-0.013,0.22,-4.272,6.409,-1.587
1.028,0.002,0.151,-3.479,10.498,0.183
0.975,-0.046,0.152,-1.648,8.728,-1.404
0.905,-0.071,0.065,-0.549,7.324,-1.221
0.866,-0.061,-0.013,2.014,3.357,-0.305
0.885,-0.075,-0.01,4.272,0.183,-2.014
0.93,-0.107,0.029,6.042,-0.427,-3.296
0.976,-0.112,0.032,6.958,0.854,-1.404
1.028,-0.081,0.014,7.629,1.831,3.235
1.065,-0.048,-0.021,7.446,3.479,7.446
1.068,-0.013,-0.061,5.798,5.188,11.169
1.095,0.023,-0.094,4.578,4.639,14.282
1.122,0.146,-0.058,4.456,1.587,14.038
1.082,0.101,-0.03,6.775,-0.427,4.822
1.004,0.069,-0.081,7.629,4.15,-1.221
0.955,0.07,-0.065,7.629,3.54,-1.221
0.944,0.094,-0.074,6.653,3.601,1.038
0.961,0.132,-0.08,4.333,3.906,2.991
0.991,0.163,-0.045,1.709,2.136,3.296
0.999,0.176,-0.021,0.122,0.183,1.038
0.975,0.15,-0.002,0.122,-0.854,-2.808
0.93,0.121,0.01,0.671,-1.038,-5.615
0.888,0.086,-0.016,1.709,-0.122,-6.287
0.868,0.067,-0.034,1.709,0.244,-5.005
0.915,0.091,-0.061,0.977,0.061,-1.831
0.969,0.141,-0.052,0.549,-1.709,-0.061
1.004,0.139,-0.056,1.038,-3.052,-2.563
1.007,0.125,-0.089,1.099,-2.625,-5.066
1.004,0.089,-0.064,1.038,-4.395,-6.592
1.021,0.068,-0.041,0.122,-4.639,-6.836
1.031,0.056,-0.03,-0.671,-2.808,-5.737
1.036,0.049,-0.037,-1.038,-1.404,-4.883
1.022,0.033,-0.022,-1.221,-1.282,-3.54
1.013,0.028,-0.003,-1.282,-1.343,-1.77
1.004,0.033,-0.021,-1.587,0.183,0.427
0.992,0.042,-0.048,-1.587,2.075,1.953
1.031,0.073,-0.069,-1.343,1.587,2.869
1.043,0.135,-0.029,-0.244,-1.16,0.732
1.008,0.058,-0.008,2.625,-2.747,-6.897
0.983,0.038,-0.027,4.272,-1.343,-9.766
0.97,0.021,-0.013,4.944,-2.258,-9.277
0.939,0.005,-0.048,4.211,-2.075,-7.324
0.929,0.006,-0.074,2.747,-2.075,-5.127
0.919,0.011,-0.078,1.648,-2.136,-3.235
0.901,-0.011,-0.044,1.16,-2.197,-2.136
0.877,-0.016,-0.046,1.77,-1.648,-0.427
0.914,0.021,-0.067,2.38,-0.793,2.563
0.971,0.082,-0.037,2.563,-1.892,4.211
0.992,0.092,-0.063,2.747,-2.319,1.77
0.995,0.091,-0.085,2.319,-2.991,-0.793
1,0.091,-0.065,1.709,-5.737,-1.953
0.998,0.062,-0.009,1.77,-7.141,-3.052
1.009,0.062,0.016,2.136,-6.226,-2.93
1.012,0.055,0.016,2.563,-4.211,-2.197
1.003,0.045,0,2.502,-2.38,-1.465
1.002,0.05,-0.001,2.319,-1.526,-0.061
1.013,0.071,-0.007,2.014,-0.854,1.038
1.006,0.082,-0.032,2.075,-0.183,1.038
0.991,0.084,-0.051,2.563,-0.793,-0.122
0.988,0.076,-0.042,2.197,-2.563,-1.221
0.984,0.062,-0.011,0.916,-3.235,-1.953
0.99,0.052,-0.002,-0.183,-2.136,-2.014
1.033,0.086,-0.006,-0.122,-1.892,-2.014
1.022,0.041,0.037,1.77,-3.601,-4.578
1,0.025,0.005,2.319,-1.343,-5.676
0.975,0.018,-0.013,2.563,-0.916,-4.028
0.948,0.009,-0.031,1.831,-0.549,-2.625
0.941,0.025,-0.043,0.854,-0.061,-0.61
0.941,0.039,-0.052,-0.305,0.183,0.977
0.948,0.052,-0.064,-0.366,-0.122,1.343
0.96,0.063,-0.048,-0.122,-1.404,0.854
0.977,0.059,-0.015,0.671,-2.747,-0.549
0.991,0.064,-0.002,1.282,-2.625,-1.587
0.984,0.052,-0.008,1.709,-2.075,-2.319
0.989,0.04,-0.011,1.892,-1.831,-2.625
1,0.037,0.005,1.77,-1.892,-1.892
0.996,0.03,-0.01,1.099,-1.465,-1.16
0.998,0.036,-0.028,1.038,-1.648,-0.549
1.012,0.053,-0.02,0.977,-2.258,-0.122
1.001,0.041,-0.011,0.854,-2.136,-0.427
0.994,0.035,-0.013,1.282,-1.892,-0.244
0.983,0.029,-0.011,1.526,-1.953,0.916
0.975,0.028,-0.02,1.282,-1.221,1.892
0.976,0.038,-0.025,0.488,-0.488,3.113
0.978,0.047,-0.024,0.305,-0.488,3.723
0.984,0.063,-0.037,0.732,-0.671,3.723
0.991,0.071,-0.029,0.854,-1.099,2.869
1.004,0.07,-0.011,0.977,-1.16,1.831
1.021,0.084,0.001,1.526,-1.526,0.61
1.019,0.072,-0.006,2.38,-1.953,-1.404
1.005,0.07,-0.026,2.38,-2.014,-2.258
0.994,0.063,-0.032,1.709,-2.441,-2.563
0.987,0.063,-0.031,1.038,-2.319,-2.502
0.974,0.05,-0.029,0.671,-2.197,-2.38
0.972,0.045,-0.017,0.671,-2.258,-2.014
0.98,0.04,0.006,0.366,-2.075,-0.793
0.978,0.039,0.004,0,-0.977,0.366
0.985,0.041,0,-0.061,-0.732,1.16
0.995,0.057,-0.006,-0.122,-0.61,1.587
0.991,0.056,-0.004,0.732,-0.916,0.61
0.985,0.052,-0.004,1.831,-1.465,-0.977
0.969,0.043,-0.008,2.014,-1.77,-1.709
0.952,0.032,-0.029,1.404,-1.221,-1.77
0.962,0.036,-0.029,0.488,-1.282,-0.916
0.981,0.049,-0.01,0.366,-1.77,-0.183
0.99,0.035,0.01,0.854,-2.136,-0.977
0.986,0.026,0.005,1.221,-1.709,-1.038
0.992,0.044,0.003,1.648,-2.014,-0.122
0.991,0.046,-0.001,1.77,-1.465,-0.183
0.995,0.045,-0.012,1.038,-0.122,-0.549
1.001,0.04,-0.012,0.366,0,0.061
,,,,,
2.436,0.466,-0.168,-13.794,-22.156,78.186
2.569,0.643,0.025,-13.062,-22.4,66.833
2.486,0.674,0.215,-11.841,-21.729,49.561
2.243,0.583,0.183,-9.46,-12.878,26.123
1.931,0.428,0.21,-8.423,-6.409,4.761
1.579,0.259,0.207,-9.155,-2.197,-6.714
1.269,0.095,0.192,-10.498,1.709,-10.864
1.035,-0.009,0.178,-12.024,5.737,-8.423
0.957,0.024,0.151,-13.245,8.667,-1.038
0.908,0.019,0.169,-12.695,9.094,0.793
0.834,-0.015,0.16,-10.315,10.132,-2.014
0.734,-0.064,0.099,-6.897,7.812,-4.272
0.705,-0.104,0.069,-3.906,3.784,-4.578
0.803,-0.039,0.05,-2.563,0.244,-1.892
0.81,-0.076,0.152,1.282,-7.324,-2.319
0.859,-0.091,0.099,1.282,-3.845,-1.465
0.908,-0.057,0.052,0.793,0.366,3.845
1.022,0.035,-0.008,0.61,0.305,9.399
1.104,0.113,-0.036,1.831,-2.197,10.742
1.125,0.116,-0.07,1.831,-3.296,6.104
1.125,0.099,-0.008,2.197,-5.432,1.892
1.074,0.064,0.059,2.319,-5.554,0.427
1.047,0.064,0.034,1.343,-0.977,2.38
1.062,0.103,0.021,-0.549,3.235,7.507
1.053,0.124,0.044,-3.113,6.104,11.353
1.103,0.202,-0.011,-5.005,8.85,13
1.056,0.232,0.028,-3.113,4.7,8.667
0.985,0.166,-0.009,-1.038,1.953,-1.77
0.88,0.077,0.026,0.61,-0.244,-5.554
0.861,0.051,0.077,0.671,-2.075,-3.174
0.868,0.071,0.065,0.366,-0.366,0.916
0.894,0.114,-0.024,0.488,1.221,2.502
0.926,0.139,-0.006,2.686,-2.869,-0.366
0.976,0.124,0.048,4.761,-7.874,-5.188
0.976,0.107,0.043,5.005,-8.484,-7.874
0.98,0.085,0.035,4.7,-8.057,-9.399
0.996,0.091,0.062,4.211,-7.874,-9.033
0.997,0.074,0.079,4.15,-6.042,-8.423
0.99,0.057,0.046,4.272,-3.296,-6.592
0.992,0.079,-0.008,4.333,-2.197,-4.089
1.01,0.088,0.007,4.333,-2.808,-2.38
1.02,0.101,0.024,3.235,-2.258,-0.854
1.012,0.108,-0.002,2.38,0.305,0.244
1.006,0.107,-0.014,1.77,1.404,1.099
1.014,0.13,-0.006,1.526,0.061,2.319
1.025,0.152,0,0.488,0.183,2.808
1.005,0.139,-0.013,-1.221,1.831,2.136
0.994,0.126,-0.016,-2.319,2.136,0.916
1.043,0.187,-0.01,-1.648,-1.404,-0.549
1.026,0.123,0.017,0.854,-5.859,-6.592
0.978,0.065,0.022,1.465,-5.554,-10.864
0.938,0.03,0.038,1.709,-6.042,-10.071
0.922,0.012,0.034,2.38,-5.127,-8.545
0.937,0.03,0.034,2.563,-3.784,-6.165
0.953,0.041,0.055,2.258,-2.319,-4.7
0.947,0.042,0.05,2.319,-1.404,-4.089
0.941,0.048,0.02,2.625,-1.465,-3.662
0.932,0.046,0.014,2.686,-2.686,-3.052
0.931,0.034,0.027,2.502,-2.808,-2.258
0.968,0.063,0.033,2.258,-2.38,-0.916
0.993,0.076,0.043,2.686,-2.441,-0.732
1.001,0.075,0.047,2.563,-2.014,-1.282
1.003,0.078,0.046,1.099,-1.221,-0.61
1.009,0.093,0.046,-0.122,-0.305,0.671
0.999,0.091,0.021,-0.366,0.061,1.16
0.98,0.079,0.023,-0.427,-0.122,1.099
1.005,0.114,0.041,0.305,-1.038,0.793
0.991,0.089,0.055,2.319,-2.075,-1.77
0.978,0.108,0.015,2.441,-0.854,-2.075
0.962,0.125,-0.012,2.38,-1.587,-2.197
0.978,0.122,-0.009,1.587,-2.502,-3.479
0.992,0.109,0.028,0.977,-4.211,-4.456
0.983,0.086,0.03,0.732,-4.7,-5.31
0.972,0.056,0.034,0.916,-4.272,-5.92
0.981,0.039,0.073,0.793,-4.089,-5.493
0.993,0.028,0.104,0.732,-2.869,-4.089
0.997,0.031,0.085,1.465,-1.221,-2.258
1.016,0.044,0.064,2.075,0.305,-0.671
1.043,0.117,0.063,2.686,-0.488,-0.61
1.022,0.081,0.031,4.211,-2.197,-5.615
0.98,0.075,0.021,3.54,-1.404,-7.019
0.954,0.061,0.03,2.197,-1.343,-6.47
0.938,0.06,-0.002,1.709,-0.854,-5.188
0.929,0.042,0.006,1.892,-1.77,-4.272
0.924,0.028,0.031,1.404,-1.77,-2.869
0.956,0.034,0.032,0.854,-0.916,-0.549
0.991,0.047,0.054,0.305,-0.977,1.16
1.007,0.04,0.071,0.061,-0.366,1.343
1.003,0.036,0.071,0.183,0.732,2.258
1.052,0.122,0.042,1.587,0.549,3.113
1.066,0.121,0.041,4.211,-2.136,-1.343
1.024,0.112,0.024,4.822,-2.441,-5.249
0.998,0.089,0.024,4.028,-2.869,-6.653
0.993,0.083,0.026,2.625,-2.747,-6.653
0.999,0.082,0.048,1.77,-2.808,-5.859
0.98,0.086,0.032,1.282,-1.953,-5.615
0.958,0.075,0.024,1.038,-1.221,-6.348
0.946,0.053,0.046,1.282,-1.892,-6.653
0.918,0.043,0.046,1.465,-1.77,-5.066
0.905,0.04,0.003,0.977,-0.61,-3.296
0.925,0.044,0.016,0.427,-0.854,-1.587
0.972,0.074,0.06,0.671,-2.197,-0.793
1,0.067,0.074,1.099,-2.563,-1.587
0.99,0.056,0.074,0.305,-1.648,-1.953
0.988,0.057,0.057,-0.671,-1.099,-0.854
0.987,0.059,0.026,-1.343,-0.488,-0.427
0.977,0.045,0.026,-1.648,-0.549,-0.977
0.983,0.032,0.054,-1.892,-1.038,-1.038
0.995,0.027,0.089,-1.587,-1.16,-0.488
0.991,0.028,0.074,-1.099,-0.122,0.793
0.988,0.034,0.056,-0.366,0.671,1.892
1.014,0.045,0.094,0.122,0.61,2.93
1.024,0.058,0.08,0.305,2.014,3.662
1.052,0.09,0.039,0.854,2.563,2.991
1.041,0.078,0.087,2.075,-0.916,-0.854
1.017,0.067,0.045,2.991,-0.549,-3.784
0.977,0.057,0.013,3.113,-0.122,-4.883
0.948,0.046,0.01,2.625,0.244,-5.31
0.94,0.033,0.025,2.136,-0.427,-4.761
,,,,,
2.147,0.338,0.245,0.244,-18.127,9.033
2.185,0.439,0.152,2.136,-6.653,3.723
2.118,0.476,0.102,2.625,1.831,-3.662
1.981,0.417,0.018,1.831,11.292,-9.827
1.784,0.525,-0.078,-0.183,21.729,-9.644
1.501,0.531,-0.198,0.732,23.437,-17.395
1.166,0.476,-0.352,1.526,23.865,-30.823
0.857,0.346,-0.333,-0.305,18.188,-40.161
0.664,0.219,-0.197,-3.479,12.451,-42.114
0.562,0.123,-0.109,-4.761,8.728,-37.292
0.528,0.069,-0.085,-7.202,8.24,-29.724
0.506,0.053,-0.06,-9.216,8.545,-22.217
0.498,0.005,-0.015,-9.888,5.371,-18.799
0.589,-0.018,0.005,-7.996,-0.244,-16.785
0.568,-0.065,0.154,-4.639,-7.202,-14.954
0.646,-0.105,0.075,-3.235,-4.822,-12.512
0.714,-0.088,-0.004,-1.099,-2.38,-3.784
0.889,-0.067,0.018,-1.282,-4.639,4.089
1.091,-0.033,0.1,-2.441,-3.906,10.01
1.197,0.026,0.046,-2.502,-1.099,12.695
1.229,0.026,0.02,-1.404,-0.854,8.972
1.22,0.016,0.055,0,-1.587,3.845
1.164,0.018,0.021,2.258,0.854,1.648
1.088,0.034,-0.069,4.028,4.395,0.549
1.043,-0.031,-0.029,2.808,7.935,1.343
1.145,0.036,0.042,0.488,10.803,9.583
1.134,0.156,0.032,2.686,11.963,14.526
1.055,0.154,-0.102,5.554,14.404,7.935
0.941,0.129,-0.095,6.47,13.55,2.441
0.863,0.13,-0.084,5.92,10.559,2.258
0.793,0.117,-0.109,5.554,10.437,2.869
0.788,0.136,-0.127,4.7,9.399,4.883
0.899,0.183,-0.119,1.892,7.08,8.789
0.962,0.223,0.017,3.113,0.671,8.911
0.951,0.139,-0.007,4.272,1.953,4.456
0.959,0.152,-0.05,2.258,6.653,6.775
0.993,0.21,-0.059,0.549,5.737,11.658
0.994,0.237,-0.118,0.61,6.226,11.292
0.968,0.202,-0.172,1.343,5.249,6.592
0.953,0.148,-0.151,0.793,2.93,3.601
0.97,0.141,-0.13,0.244,0.793,4.883
1.007,0.143,-0.108,0.977,-1.099,6.165
1.054,0.144,-0.082,1.038,-1.953,6.531
1.089,0.153,-0.058,-0.061,-2.625,6.775
1.07,0.16,-0.063,0.183,-1.526,6.348
1.002,0.117,-0.053,0.793,-0.549,3.357
0.964,0.095,-0.059,0.305,2.441,3.418
0.948,0.125,-0.087,0.427,2.93,6.226
0.978,0.16,-0.109,1.465,1.038,6.042
1.002,0.144,-0.061,0.671,-1.648,3.174
1.034,0.142,-0.019,-0.305,-2.441,1.465
1.022,0.121,0.007,0.549,-4.028,-0.549
0.991,0.071,0.014,0.977,-2.93,-3.052
0.934,0.046,0.006,1.648,-0.977,-2.38
0.888,0.045,-0.036,2.197,1.16,0.488
0.882,0.065,-0.061,3.906,1.953,3.357
0.918,0.092,-0.083,3.418,2.991,6.165
0.975,0.179,-0.12,2.014,3.418,8.484
0.99,0.182,-0.107,1.892,0.671,6.042
0.997,0.152,-0.059,0.61,-0.977,2.502
0.993,0.138,-0.034,-0.366,-0.793,2.808
0.979,0.126,-0.058,-0.427,0.427,3.418
0.982,0.131,-0.05,0.793,-0.244,4.272
0.985,0.159,-0.073,2.625,-0.671,5.066
0.987,0.204,-0.115,4.456,-1.16,3.601
0.973,0.171,-0.114,4.333,-2.136,0.305
0.966,0.166,-0.094,1.77,-1.404,0.244
0.978,0.186,-0.101,0.061,-1.648,2.258
0.997,0.199,-0.082,-0.916,-2.747,1.77
0.992,0.189,-0.055,-1.282,-4.028,0.122
0.974,0.179,-0.051,-1.282,-3.601,-1.282
0.97,0.171,-0.062,-1.282,-3.357,-2.075
0.973,0.151,-0.035,-1.16,-3.723,-2.869
0.97,0.13,-0.022,-1.099,-3.235,-2.991
0.969,0.112,-0.042,-0.732,-1.404,-2.808
0.978,0.096,-0.026,-1.16,0.244,-2.258
0.984,0.102,-0.014,-1.892,2.014,-0.549
0.985,0.11,-0.066,-1.831,3.601,1.526
1.006,0.15,-0.066,0.122,1.526,1.16
0.986,0.124,-0.04,1.77,-1.404,-0.916
0.963,0.099,-0.028,2.93,-1.282,-2.136
0.976,0.115,-0.042,3.113,0.427,-1.465
1,0.13,-0.058,1.648,2.38,0
1.011,0.15,-0.058,0.549,3.113,0.732
1.011,0.148,-0.044,1.343,1.343,-0.671
0.992,0.142,-0.045,2.38,-0.122,-1.953
0.962,0.135,-0.072,2.625,0.061,-2.441
0.948,0.146,-0.102,2.197,0.671,-1.953
0.968,0.165,-0.093,1.526,0,-1.465
0.979,0.173,-0.084,1.404,-0.671,-1.831
0.96,0.152,-0.073,1.282,-0.732,-3.479
0.937,0.122,-0.036,1.526,-1.709,-4.456
0.912,0.104,-0.04,2.258,-1.404,-3.174
0.933,0.104,-0.056,1.648,-0.244,-0.854
0.976,0.14,-0.032,1.465,-0.61,1.953
0.987,0.159,-0.052,2.258,-0.854,1.831
0.98,0.148,-0.059,2.563,-0.549,-0.061
0.987,0.149,-0.051,2.441,-1.343,-0.916
0.998,0.143,-0.059,1.404,-1.282,-0.854
0.99,0.131,-0.049,-0.305,0.183,-0.793
1.033,0.154,-0.058,-0.854,1.404,0.305
1.024,0.161,-0.04,0.366,0.366,-0.427
1.016,0.133,-0.056,0.488,1.343,-2.38
1.01,0.138,-0.044,0.183,0.793,-1.77
0.991,0.147,-0.066,0.366,0.244,-0.916
0.971,0.157,-0.088,0.916,0.671,-1.77
0.948,0.152,-0.098,1.526,-0.061,-3.601
0.936,0.133,-0.092,2.136,-1.831,-5.188
0.924,0.107,-0.063,0.916,-2.686,-4.883
0.927,0.096,-0.042,0.183,-2.502,-2.869
0.943,0.091,-0.015,0.122,-1.831,-0.916
0.961,0.103,-0.021,0.732,0,1.282
0.975,0.126,-0.055,1.526,1.709,2.563
0.989,0.14,-0.072,1.282,1.282,2.319
0.99,0.134,-0.054,0.183,-0.366,1.953
0.996,0.157,-0.081,-1.282,-0.549,2.136
1.023,0.195,-0.073,-1.465,-1.526,0.488
1.005,0.148,-0.058,-1.038,-2.563,-3.845
0.96,0.106,-0.039,-0.977,-2.075,-5.005
,,,,,
