aX,aY,aZ,gX,gY,gZ
2.2,0.474,0.186,-1.038,-41.138,25.024
2.234,0.534,0.209,0.977,-29.236,20.203
2.115,0.541,0.142,1.77,-18.311,10.071
1.853,0.495,0.038,2.258,-9.644,-2.502
1.615,0.382,0.044,1.77,-5.676,-13.611
1.299,0.29,0.086,-1.16,-1.892,-15.442
1.164,0.261,-0.035,-8.362,10.681,-10.071
1.186,0.362,0.002,-14.893,13.733,-4.944
1.143,0.285,0.134,-14.771,2.136,-13.794
0.958,0.118,0.218,-13.611,-2.258,-25.696
0.764,0.015,0.151,-12.695,-1.038,-27.71
0.634,-0.071,0.051,-10.681,0.671,-25.94
0.629,-0.143,0.082,-8.362,-1.587,-21.362
0.748,-0.14,0.134,-6.958,-2.747,-13.794
0.867,-0.078,0.123,-5.432,-2.869,-7.507
0.94,-0.095,0.143,-2.014,-4.822,-8.423
0.933,-0.141,0.214,-0.61,-3.296,-6.775
1.008,-0.051,0.136,-0.793,4.15,1.404
1.027,0.005,0.089,1.526,6.531,5.615
1.006,-0.007,0.042,2.563,7.568,4.517
0.977,0.04,0.035,1.099,9.644,8.667
1.012,0.156,-0.059,0.854,9.583,10.376
0.999,0.105,-0.049,5.066,1.465,2.991
0.966,0.075,0.014,5.737,-1.892,-0.244
0.967,0.126,0.058,3.418,-0.671,3.723
1.021,0.168,0.022,0.732,3.235,6.287
1.071,0.222,0.045,-0.061,2.258,7.446
1.095,0.257,0.057,-0.427,0.671,6.042
1.034,0.243,0.032,0,0.732,1.221
0.925,0.188,-0.008,1.343,0.427,-3.967
0.843,0.134,-0.018,3.052,-1.038,-6.104
0.821,0.108,0.002,3.479,-1.282,-4.456
0.882,0.149,-0.009,3.662,-0.488,-1.648
0.943,0.168,-0.005,5.676,-3.967,-2.502
0.954,0.136,0.032,6.287,-8.057,-6.287
0.942,0.097,0.054,4.395,-6.47,-5.005
0.988,0.152,0.002,0.977,-1.709,0.671
1.06,0.167,0.013,-1.343,-1.892,2.197
1.076,0.159,0.06,-1.282,-2.686,-0.305
1.019,0.133,0.02,-1.221,-1.892,-2.258
0.987,0.107,-0.03,-1.465,-1.282,-3.235
0.967,0.065,0.011,-1.465,-2.686,-3.052
1.002,0.066,0.064,-1.77,-2.136,-0.854
1.022,0.087,0.095,-1.831,-0.488,1.343
1.031,0.093,0.059,-2.502,2.625,2.38
1.004,0.083,0.036,-5.31,6.47,4.395
1.056,0.11,0.025,-7.019,7.263,7.202
1.042,0.143,0.061,-4.639,2.747,4.578
0.962,0.067,0.06,-0.061,-1.892,-4.211
0.848,0.031,0.012,2.563,-0.916,-6.592
0.815,0.035,-0.013,4.211,-1.221,-3.784
0.88,0.058,0.013,4.15,-2.502,-0.793
0.962,0.12,0.049,2.502,-2.502,2.38
0.998,0.117,0.067,1.587,-2.869,1.282
0.991,0.083,0.09,1.221,-2.319,-0.061
0.997,0.094,0.072,0.854,-0.366,2.38
0.993,0.1,0.036,1.282,2.075,3.784
1.014,0.109,0.018,1.343,2.93,4.333
1.01,0.166,0.051,2.991,0.427,3.296
0.977,0.131,0.005,5.249,-1.77,-1.587
0.939,0.114,-0.016,4.028,-0.793,-2.197
0.954,0.124,0.013,2.869,-1.526,-0.122
0.985,0.145,0.03,2.869,-2.075,0.732
1.004,0.151,0.026,3.54,-2.747,-0.549
1.005,0.14,0.029,3.784,-3.296,-2.258
1.005,0.121,0.038,2.869,-3.967,-3.479
1.012,0.116,0.078,1.282,-3.784,-2.991
1.013,0.12,0.071,0.488,-2.319,-2.258
1.008,0.128,0.044,1.038,-1.282,-2.563
0.979,0.134,0.024,2.197,-0.977,-3.967
0.941,0.109,0.011,3.174,-1.404,-6.165
0.933,0.09,0.025,3.54,-2.869,-6.897
0.936,0.096,0.05,2.441,-3.845,-4.944
0.946,0.102,0.024,0.671,-1.77,-2.991
0.978,0.106,0.043,-0.488,-0.916,-1.831
0.999,0.109,0.078,-0.793,-1.038,-1.16
0.993,0.124,0.038,0,-0.671,-1.343
0.984,0.103,0.03,0.854,-1.648,-3.235
0.973,0.108,0.048,0.244,-2.014,-2.869
0.97,0.111,0.019,-0.916,-0.671,-2.197
0.984,0.116,0.03,-1.465,-0.488,-2.38
0.994,0.122,0.032,-1.038,-1.892,-2.991
0.973,0.091,0.047,0.244,-2.93,-4.761
0.945,0.056,0.078,1.831,-3.357,-5.92
0.932,0.049,0.066,2.38,-2.258,-4.639
0.958,0.076,0.041,1.465,-1.099,-1.77
0.978,0.1,0.05,0.732,-1.038,0.122
0.988,0.104,0.051,0.61,-1.221,-0.366
0.986,0.106,0.058,0.244,-0.671,-0.671
0.977,0.109,0.044,-0.244,0.183,-0.549
0.97,0.107,0.031,-0.061,-0.366,-0.916
0.988,0.108,0.04,0.305,-1.831,-1.282
0.992,0.098,0.037,0.305,-1.648,-1.282
1,0.077,0.064,-0.671,-1.16,-1.099
1.012,0.086,0.092,-1.526,0.061,0.732
1.056,0.108,0.072,-2.014,2.747,2.258
1.073,0.172,0.06,-1.282,1.953,0.671
1.038,0.098,0.081,1.16,-2.258,-6.165
0.954,0.067,0.075,2.075,-1.648,-7.507
0.915,0.05,0.016,2.014,0.549,-5.493
0.916,0.073,0.046,3.235,-0.61,-3.54
0.894,0.094,0.003,3.845,-0.916,-1.892
0.874,0.08,-0.033,3.662,-0.793,-2.258
0.952,0.11,0.006,2.197,-3.418,-1.526
0.999,0.102,0.078,1.465,-6.775,-1.526
1.022,0.068,0.095,0.732,-5.188,-2.563
1.015,0.053,0.119,-0.244,-1.892,-1.404
0.998,0.032,0.092,-1.16,2.258,1.038
0.996,0.038,0.072,-1.77,3.906,4.639
1.082,0.137,0.051,-1.831,4.456,8.301
1.064,0.155,0.05,0.488,1.709,4.761
1.015,0.078,0.027,2.319,-0.488,-3.418
0.965,0.07,0.061,2.197,-0.793,-3.54
0.946,0.074,0.022,0.732,1.587,-1.404
0.967,0.102,0.027,0.122,1.953,-0.061
0.978,0.116,0.044,-0.427,1.343,0.549
0.968,0.106,0.052,0.305,0.366,-0.61
0.958,0.102,0.056,2.197,-0.671,-1.831
0.953,0.097,0.045,3.296,-0.854,-2.258
,,,,,
1.718,0.565,-0.302,11.353,-2.197,24.048
1.683,0.501,-0.159,4.761,-10.498,15.198
1.591,0.455,-0.032,0.183,-14.221,9.827
1.486,0.396,-0.027,-2.075,-11.108,3.845
1.458,0.395,0.012,-4.395,-8.606,0.732
1.49,0.41,0.047,-7.385,-6.592,-1.099
1.435,0.387,0.003,-11.475,-1.587,-5.615
1.334,0.296,0.016,-17.761,0.977,-11.719
1.198,0.214,0.003,-21.912,-1.343,-15.808
1.059,0.042,0.04,-22.034,-3.418,-21.362
0.954,-0.13,0.193,-20.203,-4.578,-22.034
0.875,-0.142,0.133,-17.578,1.404,-13.306
0.855,-0.119,-0.002,-12.878,4.7,-7.568
0.896,-0.159,0.029,-8.606,-0.61,-7.935
0.936,-0.208,0.115,-5.615,-6.042,-5.92
0.981,-0.24,0.21,-3.357,-5.432,-0.732
1.138,-0.089,0.237,-2.93,1.465,7.935
1.155,0.006,0.129,1.77,7.446,10.193
1.103,0.008,0.012,5.31,9.216,3.296
1.03,0.055,-0.006,5.981,6.897,0.488
0.96,0.079,-0.068,4.089,7.507,0.61
0.911,0.134,-0.164,2.136,7.568,0.671
0.914,0.13,-0.098,1.831,1.465,-0.549
0.947,0.157,0.013,2.869,-2.441,0
0.989,0.193,-0.021,2.625,-0.549,1.953
0.996,0.242,-0.074,0,2.686,3.906
0.977,0.271,-0.037,-1.343,2.319,3.296
0.913,0.262,-0.049,-1.038,1.77,-0.244
0.812,0.199,-0.107,0.427,1.587,-4.822
0.793,0.159,-0.111,0.488,-0.793,-6.531
0.902,0.214,-0.107,0.244,-5.92,-4.761
0.913,0.146,-0.022,1.343,-15.442,-7.874
0.952,0.071,0.005,-1.648,-15.259,-8.911
0.995,0.071,0.018,-3.784,-11.292,-2.014
1.078,0.087,0.048,-3.418,-9.399,2.319
1.123,0.117,0.061,-2.075,-6.592,2.808
1.049,0.103,0.006,-1.892,-2.197,0.916
0.973,0.04,-0.037,-2.808,2.136,-0.549
0.968,0.085,-0.015,-3.662,2.869,3.723
1.037,0.159,-0.023,-3.174,1.404,4.333
1.031,0.163,0.003,0.366,-2.502,-1.526
0.974,0.095,-0.037,1.587,-3.54,-7.874
0.936,0.048,-0.018,0.916,-2.93,-7.568
0.959,0.03,-0.013,-0.427,-2.014,-4.211
1,0.057,0.009,-0.61,-2.197,-0.305
1.018,0.076,0.005,0.427,-1.953,1.038
1.032,0.073,0.004,1.282,-2.258,-0.366
1.042,0.104,0.015,2.075,-2.686,-1.404
1.02,0.112,0.006,2.441,-3.723,-3.052
0.986,0.138,-0.032,1.831,-3.967,-4.883
0.938,0.134,-0.045,1.526,-5.066,-6.653
0.891,0.108,-0.054,1.587,-5.249,-7.935
0.901,0.094,-0.032,1.709,-5.798,-7.568
0.941,0.109,0.021,1.587,-5.981,-5.371
0.945,0.115,0.002,2.075,-4.7,-4.272
0.935,0.083,0.001,2.197,-4.211,-4.578
0.939,0.08,0.015,2.319,-3.967,-3.723
0.95,0.09,0.011,1.526,-2.563,-1.953
0.969,0.118,-0.028,0.732,-1.953,-0.916
0.99,0.095,0.003,1.16,-4.15,-2.197
1.001,0.07,0.056,1.221,-5.066,-2.686
1.011,0.07,0.046,0.854,-3.54,-1.648
1.004,0.068,0.035,-0.244,-0.977,-0.183
0.996,0.069,0.037,-0.854,1.099,1.465
0.978,0.101,-0.003,-0.916,3.418,3.113
1.013,0.172,-0.049,-0.732,2.502,2.686
0.967,0.131,-0.048,0.488,-2.136,-1.831
0.928,0.09,-0.052,0.244,-3.967,-5.127
0.951,0.08,-0.005,0.488,-5.127,-5.005
0.982,0.056,0.057,1.221,-6.531,-4.944
0.994,0.036,0.074,1.404,-6.47,-3.723
0.989,0.061,0.032,1.221,-4.272,-0.549
0.991,0.075,0.015,1.221,-2.747,0.977
1.006,0.103,0.029,0.793,-2.136,1.648
1.022,0.123,0.021,-0.122,-0.671,1.77
1,0.167,-0.008,0.427,-1.587,-0.549
0.96,0.12,-0.05,2.563,-5.676,-6.531
0.937,0.094,-0.038,2.319,-6.348,-8.423
0.951,0.056,0.015,1.343,-5.798,-6.958
0.971,0.038,0.062,0.854,-5.188,-5.066
1,0.03,0.083,0.854,-4.211,-2.441
1.012,0.057,0.053,-0.427,-0.732,1.282
1.075,0.102,0.01,-1.038,2.075,3.54
1.094,0.1,0.062,0.488,-0.427,1.465
1.064,0.094,0.06,1.892,-1.404,-2.258
1.02,0.105,0.009,2.258,0.305,-4.028
0.979,0.091,-0.022,1.465,1.16,-5.737
0.958,0.086,-0.002,0.977,-0.305,-5.981
0.948,0.095,0.014,0.671,-0.61,-5.188
0.928,0.112,-0.002,0.427,0.183,-5.066
0.888,0.113,-0.051,0.916,0.244,-5.615
0.868,0.083,-0.062,1.221,-1.648,-6.653
0.908,0.043,0.014,0.122,-4.211,-5.31
0.964,0.072,0.058,-0.793,-5.31,-1.831
1.014,0.072,0.053,-0.916,-4.7,-1.282
1.035,0.079,0.054,-1.587,-2.197,-0.488
1.009,0.075,0.036,-2.686,0.916,1.343
0.996,0.057,0.033,-3.235,3.174,2.136
0.99,0.065,0.031,-3.052,3.54,3.235
1.019,0.128,-0.021,-2.563,3.784,4.272
0.982,0.091,0.011,-0.549,-0.61,-0.061
0.937,0.042,0.021,-0.488,-2.014,-3.296
0.92,0.06,0.009,-1.221,-1.038,-0.61
0.951,0.09,0.003,-1.404,-0.488,0.854
0.977,0.109,-0.003,-0.549,-2.686,-0.305
0.979,0.081,-0.002,-0.549,-4.211,-2.38
0.979,0.051,0.035,-0.427,-5.31,-3.357
0.982,0.04,0.068,0.427,-5.127,-2.869
0.98,0.047,0.029,0.916,-3.235,-1.465
0.988,0.064,-0.01,1.282,-2.747,-0.244
1.006,0.059,0.011,0.977,-4.028,0.549
1.029,0.066,0.079,-1.038,-4.028,2.136
1.011,0.055,0.059,-2.502,0.183,3.052
0.988,0.049,0.025,-3.601,4.211,4.028
0.971,0.07,0.021,-3.601,4.7,5.981
1.001,0.108,0.013,-2.319,3.723,5.676
1.013,0.099,0.044,-0.183,0.854,2.319
1.018,0.073,0.044,0.244,-1.343,-0.671
1.001,0.064,0.063,0.061,-1.648,-0.122
,,,,,
1.733,0.663,-0.324,6.104,-50.537,28.687
1.849,0.665,-0.179,9.155,-65.857,8.606
1.783,0.476,-0.049,7.568,-72.144,-9.827
1.657,0.288,-0.05,2.075,-61.157,-19.165
1.702,0.127,0.138,-4.639,-48.645,-17.09
1.758,0.096,0.321,-7.263,-36.804,-6.897
1.796,0.19,0.121,-5.859,-19.226,0.732
1.816,0.224,0.026,-10.681,-12.573,-0.671
1.775,0.25,0.125,-14.465,-18.982,-5.493
1.587,0.146,0.143,-17.7,-22.522,-17.334
1.402,-0.004,0.205,-18.188,-20.447,-29.236
1.241,-0.178,0.346,-16.052,-17.456,-32.166
1.096,-0.215,0.304,-11.719,-10.62,-27.161
0.936,-0.269,0.137,-7.996,-2.38,-21.179
0.937,-0.285,0.143,-7.08,2.38,-13.733
1.049,-0.219,0.24,-8.545,3.906,-3.601
1.104,-0.135,0.269,-5.737,2.625,2.258
1.087,-0.102,0.184,-1.465,1.465,-0.305
1.039,-0.08,0.16,3.479,0.916,-2.93
0.939,-0.075,0.166,7.08,2.136,-4.517
0.827,-0.035,-0.072,10.071,6.287,-4.7
0.808,0.025,-0.167,8.972,6.165,-4.578
0.873,0.074,-0.074,7.874,3.235,-3.845
0.935,0.143,-0.067,7.507,4.639,0.671
1.028,0.242,-0.14,2.197,8.362,5.066
1.124,0.224,-0.02,-0.488,7.202,4.7
1.146,0.228,0.088,0.183,4.395,3.845
1.063,0.235,-0.037,-1.038,5.554,1.343
0.966,0.183,-0.073,-1.282,5.432,-3.235
0.922,0.13,-0.046,-0.366,2.93,-5.371
0.919,0.103,-0.011,-0.916,1.831,-4.7
0.923,0.102,-0.028,-2.258,2.441,-3.174
0.936,0.084,-0.005,-3.54,2.258,-2.747
0.972,0.071,0.016,-4.883,1.282,-2.563
0.99,0.038,0.076,-4.883,-1.038,-1.953
0.966,0.029,0.061,-5.371,-0.244,-0.488
0.976,0.051,0.008,-5.615,1.404,0.732
0.967,0.034,0.025,-2.502,-1.526,-2.136
0.955,-0.021,0.042,-0.305,-4.944,-5.981
0.944,-0.038,0.071,-0.732,-3.418,-3.662
0.979,-0.01,0.077,-0.977,0.244,0.977
1.016,0.045,0.018,0.427,3.235,3.723
1.045,0.084,-0.015,1.282,2.38,4.089
1.029,0.103,-0.016,2.075,0.916,2.563
0.977,0.128,-0.051,1.953,0.549,0.244
0.898,0.116,-0.102,1.221,-0.549,-2.38
0.851,0.102,-0.062,0.61,-3.845,-3.784
0.907,0.103,-0.053,1.282,-7.019,-3.54
0.968,0.106,-0.002,2.93,-11.902,-2.747
1.016,0.075,0.037,3.113,-14.465,-2.808
1.103,0.059,0.066,-1.526,-7.446,1.526
1.084,0.077,0.082,-4.333,0.732,6.531
1.011,0.042,0.002,-5.249,5.188,6.836
1.023,0.161,-0.133,-6.042,7.202,7.507
0.985,0.129,-0.072,-2.136,-3.052,0.732
0.948,0.028,0.03,-0.732,-10.01,-7.202
0.912,0,0.072,-0.366,-8.301,-5.066
0.938,0.005,0.068,-0.916,-2.869,-1.953
0.99,0.036,0.065,0.793,-1.709,0.488
1.006,0.058,0.06,2.747,-1.892,0.854
0.996,0.062,0.042,4.272,-1.648,-1.404
0.973,0.069,-0.016,3.967,-1.526,-2.502
0.985,0.083,0.005,0.732,-1.831,-1.953
0.994,0.092,-0.016,-1.404,-1.892,-0.793
0.969,0.1,-0.045,-2.502,-1.77,-0.854
0.952,0.088,-0.022,-2.808,-2.869,-1.77
0.958,0.101,0.009,-2.686,-4.211,-1.465
0.966,0.13,0,-1.526,-5.615,-1.343
0.987,0.118,0.022,0.183,-7.874,-4.7
1.006,0.09,0.048,1.282,-8.972,-7.629
1.018,0.071,0.078,0.671,-8.179,-8.057
1.01,0.062,0.07,-0.854,-5.127,-6.592
0.995,0.069,0.009,-2.38,-2.014,-5.127
1.005,0.041,0.048,-3.54,-1.953,-4.517
0.988,0.021,0.073,-4.333,-1.343,-3.052
0.975,0.029,0.042,-4.944,1.282,-1.526
0.978,0.019,0.044,-3.845,0.977,-1.16
0.994,0.001,0.06,-3.479,0.732,0
1.123,0.056,0.04,-2.686,2.014,1.404
1.11,0.029,0.086,1.221,-0.977,-1.587
1.059,-0.015,0.096,2.747,-1.648,-6.714
1.022,0.029,0.043,3.54,1.892,-5.188
1.032,0.074,-0.035,2.747,3.662,-4.761
1.036,0.12,-0.052,1.404,1.038,-6.165
1.024,0.116,-0.003,0,-1.038,-9.46
1.014,0.1,0.048,0.366,-2.563,-13.672
0.977,0.079,0.018,1.77,-3.296,-16.663
0.926,0.02,0.044,3.723,-4.7,-18.799
0.899,-0.009,0.074,5.005,-4.395,-17.517
0.903,0,0.015,5.066,-1.77,-13.306
0.944,0.008,0.04,4.272,-1.16,-9.644
0.925,0.026,0.04,3.357,-0.854,-6.348
0.864,-0.001,0.044,3.418,0,-5.798
0.825,0.008,0.013,2.563,1.587,-3.601
0.882,0.093,-0.093,1.16,2.563,1.77
0.881,0.126,-0.079,2.319,-3.601,1.465
0.897,0.007,-0.022,1.282,-8.179,-3.723
0.9,-0.023,0.067,-1.953,-4.822,0.916
0.994,0.014,0.06,-3.906,-1.892,7.812
1.067,0.044,0.051,-3.54,-2.38,9.705
1.109,0.052,0.047,-3.662,-2.502,8.423
1.128,0.017,0.086,-2.991,-1.892,5.31
1.054,-0.04,0.133,-1.404,-1.526,2.93
0.987,-0.078,0.113,-0.916,2.808,4.15
1.007,0.02,0.034,-0.61,8.057,9.705
1.037,0.111,-0.018,1.526,5.493,8.179
1.021,0.052,0.051,4.456,-2.869,-1.099
0.957,0.018,0.077,4.028,-2.991,-5.005
0.896,-0.002,0.013,2.075,1.221,-3.662
0.886,-0.002,0.014,0.793,1.953,-0.427
0.939,0.056,0.005,0.488,1.221,4.028
0.986,0.096,-0.005,0.549,0.549,4.883
1.045,0.086,0.057,1.343,-2.136,1.77
1.05,0.083,0.066,1.404,-1.831,1.526
1.036,0.077,0.035,0,2.197,1.953
1.11,0.131,-0.018,-1.221,4.578,1.587
1.042,0.113,0.042,0.61,-0.793,-2.38
0.953,0.042,0.01,1.282,-3.052,-8.179
0.869,0.028,-0.018,-0.244,-1.404,-6.287
,,,,,
3.085,0.496,0.626,-27.71,-42.48,93.079
3.393,0.716,0.475,-23.071,-10.193,94.727
3.455,0.911,0.143,-21.24,14.587,73.425
3.252,0.909,-0.07,-15.015,17.334,32.288
2.815,0.75,-0.127,-11.78,4.639,-14.038
2.367,0.497,-0.062,-15.32,-4.028,-51.392
1.889,0.362,0.033,-15.686,-4.517,-70.374
1.459,0.186,0.083,-12.939,1.648,-87.28
1.036,0.026,0.073,-10.62,12.268,-98.389
0.673,-0.112,0.037,-10.01,23.071,-99.182
0.518,-0.19,0.048,-9.827,27.893,-90.759
0.378,-0.225,0.061,-5.798,25.085,-75.562
0.266,-0.232,0.081,-2.075,20.569,-59.326
0.32,-0.164,0.024,-2.014,20.447,-44.006
0.29,-0.14,0.013,0.366,16.663,-33.691
0.362,-0.135,-0.019,-0.793,11.353,-25.085
0.468,-0.086,-0.025,-0.793,4.272,-16.602
0.515,-0.077,-0.026,-1.526,0.244,-10.864
0.545,-0.119,-0.031,-1.282,-1.465,-7.812
0.602,-0.152,-0.02,0.427,-3.723,-3.54
0.699,-0.169,0.01,2.014,-7.385,1.587
0.833,-0.155,0.052,4.7,-10.498,9.766
0.981,-0.112,0.057,5.127,-10.193,19.287
1.09,-0.059,0.031,3.479,-6.836,27.283
1.232,0.021,0.013,1.404,-3.357,32.227
1.319,0.082,-0.033,0.61,0,33.142
1.364,0.129,-0.06,-0.061,0.366,29.846
1.367,0.136,-0.072,-0.549,-0.671,21.912
1.347,0.15,-0.063,-0.732,-2.258,13.977
1.299,0.13,-0.046,-1.709,-2.93,6.409
1.208,0.098,-0.002,-2.258,-3.357,0.61
1.155,0.089,-0.025,-3.113,-1.77,-1.831
1.085,0.106,0.008,-2.014,-3.174,-3.113
1.006,0.106,0,0.061,-3.235,-6.47
0.926,0.084,-0.033,1.404,-2.014,-10.437
0.868,0.068,-0.05,1.587,-1.831,-10.986
0.848,0.071,-0.051,0.793,-2.014,-8.179
0.858,0.072,-0.053,-0.427,-1.587,-5.31
0.869,0.075,-0.064,-1.404,-1.587,-3.052
0.933,0.098,-0.092,-1.282,-3.296,-1.465
0.942,0.091,-0.076,0.244,-9.094,-2.075
0.929,0.031,-0.057,0.183,-14.404,-3.845
0.949,0.051,-0.042,-0.916,-16.113,-1.282
0.954,0.061,-0.022,-1.404,-13.489,1.16
0.964,0.041,-0.059,-0.854,-7.385,0.061
0.977,0.045,-0.068,-2.258,-6.104,1.648
1,0.051,-0.045,-3.296,-8.179,3.723
1.008,0.053,-0.003,-4.089,-9.338,4.272
0.996,0.031,-0.022,-3.662,-6.714,3.479
1.005,0.031,-0.033,-3.601,-5.859,4.272
1.026,0.045,-0.006,-3.906,-8.484,6.226
1.04,0.034,0.024,-3.723,-9.705,6.042
1.022,0.036,0.031,-3.54,-7.263,4.456
1.008,0.014,0.034,-3.662,-5.005,2.258
0.988,0.001,0.041,-1.77,-4.7,1.343
0.977,-0.01,0.029,-0.305,-4.089,1.831
0.985,0.013,0.02,0.305,-2.869,4.15
0.991,0.036,0.012,0.366,-1.709,5.798
0.989,0.058,0.001,0,-0.732,5.432
0.986,0.075,-0.017,1.587,-1.831,3.601
0.978,0.065,-0.009,4.089,-4.333,0.671
0.971,0.057,0.006,4.395,-5.066,0.183
0.979,0.067,-0.006,4.395,-3.357,1.343
0.987,0.082,-0.022,3.784,-2.441,2.075
0.996,0.089,-0.024,2.747,-3.174,2.197
0.992,0.102,-0.034,1.16,-2.93,2.38
0.986,0.087,-0.032,0.854,-2.869,1.77
0.987,0.077,-0.021,0.61,-4.456,1.709
0.991,0.071,-0.003,-0.061,-6.531,2.747
0.98,0.048,0.011,-1.343,-7.385,4.333
0.99,0.084,0.062,-1.587,-7.874,6.653
0.995,0.048,0.046,0.549,-4.395,4.211
0.978,0.039,0.032,1.892,-2.441,2.808
0.964,0.048,0.004,2.991,-2.441,3.967
0.971,0.045,-0.029,2.563,-2.93,4.761
0.982,0.071,-0.006,0.305,-4.272,6.47
1,0.074,0.017,-1.099,-4.089,6.165
1.001,0.06,0.025,-1.099,-3.418,4.456
0.974,0.045,0.016,-1.038,-3.845,4.272
0.977,0.089,0.019,-0.549,-3.967,5.737
0.985,0.085,-0.005,1.465,-1.892,2.991
0.979,0.056,-0.004,2.136,-2.136,0
0.987,0.074,0.022,1.831,-4.272,0.793
0.99,0.077,0.024,1.77,-3.906,0.916
0.995,0.071,0.01,1.343,-2.197,-0.122
0.997,0.076,0.012,0.671,-1.526,0.854
0.998,0.079,0.03,0.305,-0.854,1.953
0.998,0.077,0.016,0.183,0.427,2.197
1.025,0.104,-0.013,0.427,0.244,2.563
1.006,0.1,0.005,1.526,-2.869,1.16
0.989,0.092,0.016,0.793,-3.723,-0.61
0.967,0.075,0.006,-0.122,-2.197,-0.671
0.962,0.082,0.009,-0.793,-1.709,-0.122
0.957,0.073,0.007,-0.244,-1.709,-0.183
0.956,0.074,0.001,-0.122,-1.648,0.061
0.965,0.073,-0.001,0,-1.831,0.793
0.982,0.082,0.011,0.549,-2.93,1.709
0.997,0.082,0.016,0.793,-4.028,1.587
1.001,0.093,0.02,0.427,-3.174,1.16
0.997,0.09,0.009,0.366,-1.77,0.488
0.992,0.085,0.009,0,-1.16,-0.549
0.988,0.083,0.013,-0.549,-0.854,-0.916
0.984,0.081,0.014,-0.793,-0.732,-0.671
0.987,0.08,0.018,-0.671,-0.854,-0.732
0.984,0.07,0.031,-0.366,-1.038,-0.854
0.99,0.064,0.034,-0.183,-0.793,-0.671
0.99,0.065,0.026,0.427,-0.488,-0.244
0.989,0.071,0.019,0.244,-0.427,0.061
0.985,0.073,0.012,-0.793,-0.183,0.122
0.973,0.065,0.005,-1.587,0,0.061
0.963,0.052,0.015,-2.014,-1.648,0
0.964,0.049,0.021,-1.648,-3.418,0.793
0.986,0.062,0.029,-1.648,-3.418,2.014
0.97,0.042,0.032,-1.77,-2.625,2.38
0.985,0.055,0.045,-1.587,-2.747,3.906
0.989,0.065,0.039,-1.343,-1.831,3.723
0.99,0.073,0.017,-0.549,-0.244,3.174
0.995,0.08,0.012,-0.122,0.122,2.38
0.992,0.072,0.017,-0.061,-0.366,1.465
,,,,,
2.295,0.538,0.491,-14.404,-54.565,69.458
2.31,0.544,0.532,-6.653,-58.228,58.716
2.307,0.488,0.549,2.441,-56.519,43.213
2.272,0.495,0.526,6.042,-46.57,35.095
2.21,0.525,0.45,5.127,-29.236,32.166
2.128,0.563,0.323,3.479,-12.878,26.794
1.981,0.603,0.205,1.404,-3.906,17.639
1.728,0.522,0.124,-3.113,1.77,4.333
1.536,0.557,0.033,-10.376,9.888,-5.188
1.353,0.491,0,-10.559,8.545,-18.677
1.147,0.379,0.044,-11.475,1.16,-35.4
0.948,0.248,0.112,-10.437,-3.479,-47.058
0.775,0.106,0.156,-10.315,-2.563,-53.223
0.632,-0.014,0.198,-9.216,-0.305,-53.101
0.544,-0.106,0.183,-9.277,5.005,-46.997
0.499,-0.141,0.145,-10.376,9.888,-35.706
0.49,-0.117,0.098,-7.629,11.108,-21.423
0.652,-0.017,0.032,-5.005,9.705,-9.277
0.621,0.015,0.071,-0.793,1.099,-5.31
0.67,0.017,0.069,0.916,-2.563,-6.836
0.673,0.03,0.021,1.892,-0.488,-5.127
0.712,0.034,0.01,2.014,-1.282,-3.296
0.742,0.021,0.058,2.686,-6.165,-2.441
0.776,-0.006,0.1,3.662,-9.644,-0.61
0.817,-0.008,0.127,2.38,-9.949,3.967
0.897,-0.001,0.166,1.221,-9.094,11.108
1.005,0.063,0.193,1.587,-7.263,19.958
1.113,0.126,0.189,2.563,-4.089,26.123
1.197,0.176,0.178,2.075,-2.136,28.137
1.27,0.232,0.157,0.244,-0.366,27.649
1.316,0.28,0.134,-1.404,0.916,24.658
1.332,0.322,0.123,-2.075,0.488,18.372
1.319,0.311,0.118,-0.549,-0.854,9.46
1.121,0.213,0.148,-0.549,-0.305,1.709
1.217,0.245,0.062,-7.019,9.277,1.77
1.129,0.247,0.048,-6.165,10.01,4.944
1.086,0.241,0.109,-6.165,4.15,1.404
1.051,0.246,0.143,-3.357,1.282,-1.831
0.998,0.215,0.08,-2.93,6.531,-4.7
0.94,0.186,0.048,-1.892,7.08,-7.141
0.901,0.164,0.039,-1.526,3.296,-7.446
0.906,0.177,0.042,-2.075,0.427,-5.859
0.906,0.182,0.052,-3.479,-0.549,-4.639
0.896,0.164,0.064,-3.906,-1.404,-5.615
0.881,0.144,0.063,-3.174,-2.197,-6.409
0.87,0.123,0.054,-2.075,-2.441,-6.104
0.876,0.113,0.05,-2.319,-2.075,-4.456
0.9,0.117,0.059,-3.357,-1.831,-1.831
0.937,0.139,0.078,-4.517,-1.831,0.305
0.963,0.153,0.101,-4.944,-2.075,0.488
0.973,0.158,0.104,-4.15,-2.808,-1.343
0.972,0.146,0.104,-2.38,-3.967,-3.418
0.954,0.121,0.116,-1.221,-4.7,-4.761
0.948,0.113,0.138,-0.793,-4.578,-4.333
0.951,0.107,0.145,0.122,-2.747,-2.808
0.95,0.115,0.116,0.977,0.183,-1.221
0.949,0.129,0.089,1.953,1.587,0.427
0.963,0.151,0.075,1.709,1.099,1.953
0.969,0.175,0.077,0.793,0.305,2.747
