aX,aY,aZ,gX,gY,gZ
0.936,-0.194,0.003,2.991,1.343,0.549
0.94,-0.205,0.006,3.296,1.892,-0.549
0.947,-0.214,-0.002,1.892,1.648,-0.916
0.948,-0.227,-0.013,0.732,1.404,-0.427
0.949,-0.234,-0.028,0.427,1.404,0.366
0.958,-0.251,-0.032,0.549,1.221,0.671
0.967,-0.279,-0.037,0.427,1.099,0.854
0.972,-0.287,-0.051,1.404,0.854,1.343
0.973,-0.282,-0.061,3.906,0.671,1.465
0.968,-0.277,-0.057,5.676,0.61,1.648
0.959,-0.261,-0.043,7.08,-0.122,2.747
0.954,-0.233,-0.023,8.484,-0.854,3.662
0.945,-0.218,-0.006,9.155,-0.854,3.174
0.937,-0.216,0.001,9.521,-0.549,1.831
0.925,-0.206,0.011,10.01,-0.61,1.099
0.918,-0.184,0.026,10.01,-1.404,1.16
0.918,-0.175,0.046,9.277,-2.38,1.221
0.92,-0.176,0.059,8.423,-2.991,0.549
0.931,-0.19,0.074,7.385,-2.869,-0.122
0.948,-0.203,0.073,6.592,-1.892,-0.427
0.962,-0.212,0.066,6.287,-0.183,-0.916
0.969,-0.212,0.057,5.92,1.16,-1.221
0.974,-0.211,0.057,5.554,1.343,-1.221
0.974,-0.212,0.051,4.822,0.916,-1.099
0.974,-0.217,0.049,3.906,0.061,-1.282
0.975,-0.213,0.05,3.723,-0.854,-1.343
0.973,-0.207,0.054,3.662,-1.709,-1.038
0.974,-0.206,0.061,3.174,-2.502,-1.16
0.981,-0.206,0.063,3.357,-2.686,-1.282
0.988,-0.206,0.063,3.235,-1.953,-1.587
0.981,-0.201,0.058,3.418,-0.671,-2.014
0.976,-0.193,0.06,3.784,-0.671,-1.953
0.979,-0.19,0.061,3.479,-1.282,-1.831
0.986,-0.196,0.061,2.38,-2.075,-1.709
0.995,-0.203,0.058,1.465,-2.38,-1.587
1.006,-0.219,0.06,0.977,-2.197,-1.404
1.01,-0.236,0.05,0.732,-1.77,-1.038
1.005,-0.236,0.033,1.709,-0.977,-0.854
1,-0.23,0.02,2.93,-0.183,-1.465
1,-0.23,0.015,3.662,-0.244,-1.709
1.005,-0.239,0.014,3.418,-0.916,-1.343
1.008,-0.243,0.012,2.686,-1.404,-0.244
1.004,-0.247,0.009,2.747,-1.465,0.732
1,-0.243,0.006,4.15,-0.61,0.916
0.997,-0.237,0.008,5.92,1.038,0.366
0.993,-0.231,0.012,7.019,1.953,0.183
0.979,-0.219,0.015,6.47,1.709,0.916
0.965,-0.213,0.015,5.615,0.244,1.404
0.958,-0.208,0.017,5.005,-1.404,1.282
0.957,-0.208,0.026,4.272,-2.686,1.343
0.962,-0.206,0.035,3.418,-3.601,1.526
0.964,-0.203,0.043,2.319,-4.395,2.075
0.968,-0.209,0.056,0.977,-4.883,2.075
0.974,-0.214,0.06,0.305,-4.456,1.831
0.975,-0.211,0.053,0.122,-2.93,1.038
0.971,-0.217,0.046,0,-1.038,0.244
0.968,-0.219,0.038,-0.061,0.061,0
0.966,-0.219,0.024,-0.366,0.061,0.183
,,,,,
0.99,-1.333,-1.004,-133.789,50.354,-46.387
0.991,-1.304,-1.163,-129.15,30.823,-33.386
1.073,-1.263,-1.207,-113.22,13.855,-22.4
1.143,-1.227,-1.252,-94.788,8.484,-15.015
1.107,-1.14,-1.281,-74.036,13.123,-8.972
1.043,-0.989,-1.256,-48.767,14.893,-3.967
0.956,-0.77,-1.151,-26.55,7.751,1.221
0.839,-0.512,-0.971,-12.329,-6.531,5.31
0.811,-0.338,-0.757,-5.798,-22.217,3.784
0.82,-0.237,-0.575,-5.31,-31.067,-0.061
0.814,-0.152,-0.427,-5.31,-33.325,-2.136
0.83,-0.102,-0.289,-4.944,-33.691,-4.578
0.896,-0.12,-0.189,-7.996,-34.607,-9.277
0.985,-0.163,-0.126,-13.367,-34.485,-12.634
1.059,-0.204,-0.088,-17.456,-32.654,-13.184
1.126,-0.246,-0.071,-18.005,-27.344,-13.855
1.185,-0.277,-0.066,-15.503,-18.921,-14.709
1.22,-0.309,-0.076,-13,-9.399,-14.648
1.249,-0.353,-0.117,-11.597,-0.122,-13.55
1.252,-0.402,-0.169,-9.583,7.568,-11.719
1.253,-0.422,-0.214,-6.042,13.184,-9.644
1.228,-0.412,-0.235,-1.77,16.113,-7.69
1.192,-0.371,-0.239,1.587,16.235,-4.7
1.148,-0.323,-0.222,4.089,13.916,-1.587
1.131,-0.309,-0.194,5.737,10.925,1.16
1.11,-0.298,-0.176,6.836,8.301,3.479
1.093,-0.284,-0.151,8.789,6.104,4.517
1.074,-0.267,-0.116,10.62,4.639,4.578
1.059,-0.243,-0.086,11.658,3.601,4.7
1.059,-0.252,-0.057,11.719,2.869,4.761
1.063,-0.267,-0.034,10.376,2.258,5.493
1.051,-0.276,-0.016,9.033,1.526,7.568
1.036,-0.271,-0.001,9.277,1.465,8.789
1.023,-0.254,0.026,10.01,1.709,9.521
1.012,-0.248,0.057,9.705,2.197,9.583
1.001,-0.243,0.076,8.179,2.502,9.888
0.992,-0.251,0.079,6.47,3.235,10.254
0.978,-0.251,0.074,5.554,3.967,10.376
0.969,-0.247,0.081,5.798,4.639,9.949
0.973,-0.252,0.09,5.432,5.371,9.216
0.97,-0.258,0.082,4.578,7.08,8.606
0.958,-0.256,0.057,4.639,8.728,8.057
0.946,-0.25,0.043,5.005,9.216,6.897
0.949,-0.253,0.038,4.456,8.606,6.409
0.943,-0.249,0.021,3.357,7.446,6.897
0.931,-0.238,0.008,2.441,6.592,6.47
0.916,-0.227,0.012,2.014,5.798,5.554
0.9,-0.207,0.02,2.014,4.7,5.127
0.894,-0.197,0.022,1.465,4.211,4.578
0.892,-0.199,0.022,0.671,4.517,4.578
0.893,-0.203,0.012,-0.061,4.944,4.089
0.899,-0.214,-0.004,-0.916,5.066,3.235
0.911,-0.236,-0.025,-1.831,4.333,2.991
0.922,-0.254,-0.044,-2.136,2.258,2.686
0.931,-0.259,-0.055,-1.709,1.221,2.075
0.934,-0.25,-0.061,-0.427,0.793,2.197
0.932,-0.242,-0.068,0.488,-0.061,2.075
0.931,-0.241,-0.069,0.793,-0.854,1.465
0.938,-0.247,-0.064,0.732,-1.343,0.305
0.943,-0.247,-0.061,1.282,-1.587,0
0.94,-0.239,-0.063,2.075,-0.732,-0.183
0.937,-0.231,-0.058,2.747,0.122,-0.732
0.943,-0.228,-0.053,2.686,0.183,-1.282
0.951,-0.239,-0.054,1.709,-0.244,-1.526
0.959,-0.249,-0.057,1.282,-0.977,-1.221
0.962,-0.245,-0.058,1.465,-1.892,-0.61
0.969,-0.248,-0.052,2.136,-2.38,-0.366
0.972,-0.249,-0.047,2.502,-2.869,-0.244
0.976,-0.242,-0.036,2.625,-3.357,0.244
0.977,-0.241,-0.028,2.502,-3.235,1.038
0.977,-0.247,-0.027,2.563,-1.831,0.488
0.977,-0.253,-0.034,3.479,0.427,-0.916
0.975,-0.255,-0.04,4.578,2.258,-1.77
0.976,-0.258,-0.044,4.517,2.686,-2.197
0.98,-0.271,-0.04,3.845,1.587,-1.77
0.981,-0.278,-0.041,2.625,-0.061,-0.366
0.97,-0.268,-0.039,1.953,-1.038,0.977
0.971,-0.265,-0.032,3.296,-1.16,1.221
0.975,-0.263,-0.027,4.028,-0.854,1.16
0.975,-0.261,-0.027,3.662,-0.61,1.892
0.972,-0.253,-0.025,3.662,-0.183,2.502
0.966,-0.244,-0.028,4.639,0.671,2.441
0.961,-0.237,-0.027,5.249,1.16,2.014
0.96,-0.234,-0.022,5.127,0.732,2.014
0.951,-0.233,-0.021,4.333,0,2.319
0.945,-0.229,-0.018,4.15,-0.732,2.136
0.943,-0.228,-0.011,4.211,-1.099,1.648
0.948,-0.239,-0.019,3.906,-1.404,0.305
0.946,-0.243,-0.017,3.906,-1.16,-0.671
0.95,-0.238,-0.015,4.333,-1.465,-1.099
0.956,-0.249,-0.019,4.272,-1.831,-1.282
0.958,-0.249,-0.027,4.272,-2.075,-1.404
0.956,-0.244,-0.021,4.944,-2.38,-1.343
0.964,-0.242,-0.019,4.944,-2.441,-1.465
0.967,-0.25,-0.024,4.639,-2.197,-1.709
0.966,-0.248,-0.032,4.883,-2.197,-1.709
0.963,-0.242,-0.031,5.066,-2.441,-1.648
0.956,-0.23,-0.024,4.761,-2.563,-1.404
0.953,-0.23,-0.024,4.395,-2.38,-1.221
0.947,-0.237,-0.029,4.333,-1.526,-1.526
0.944,-0.235,-0.031,4.822,-0.793,-1.831
0.947,-0.236,-0.024,4.578,-1.282,-1.648
0.955,-0.241,-0.023,3.54,-1.77,-0.977
0.954,-0.254,-0.03,2.93,-1.953,-0.793
0.955,-0.258,-0.036,3.662,-1.587,-1.221
0.958,-0.258,-0.038,4.7,-0.977,-1.587
0.962,-0.256,-0.038,4.7,-0.793,-1.404
0.956,-0.259,-0.048,4.7,-0.854,-1.16
0.953,-0.268,-0.056,5.493,-0.977,-1.831
0.953,-0.271,-0.052,6.348,-1.77,-2.319
0.953,-0.262,-0.038,6.409,-3.296,-1.892
0.96,-0.247,-0.021,5.92,-4.333,-1.343
0.967,-0.248,-0.014,4.883,-4.639,-1.404
0.977,-0.255,-0.01,4.089,-4.883,-2.014
0.982,-0.258,-0.001,3.845,-4.822,-2.136
0.983,-0.255,0.01,3.174,-4.883,-1.892
0.972,-0.241,0.026,2.502,-5.127,-1.343
0.976,-0.234,0.032,2.075,-4.944,-0.854
0.985,-0.245,0.036,2.075,-3.418,-1.648
,,,,,
1.233,-1.151,-0.462,-101.074,-3.601,-51.575
1.374,-1.222,-0.547,-91.553,-3.418,-45.288
1.435,-1.238,-0.645,-77.637,4.7,-37.598
1.421,-1.167,-0.731,-59.021,14.771,-28.015
1.355,-1.043,-0.788,-39.49,20.996,-18.005
1.252,-0.883,-0.791,-23.254,20.813,-8.911
1.137,-0.691,-0.737,-10.62,16.907,-0.793
1.066,-0.546,-0.657,-1.648,9.033,6.042
1.027,-0.434,-0.592,-1.221,-1.282,10.803
1.003,-0.359,-0.518,-4.7,-11.597,14.648
1.001,-0.287,-0.429,-5.798,-18.982,15.259
1.011,-0.247,-0.346,-4.15,-18.86,12.39
0.999,-0.199,-0.278,-0.61,-13.611,8.667
1.006,-0.184,-0.25,2.136,-7.141,4.883
1.027,-0.191,-0.26,2.686,-2.869,1.648
1.036,-0.211,-0.266,1.282,-2.38,0.427
1.023,-0.2,-0.231,-0.244,-3.723,1.16
1.015,-0.175,-0.185,-0.305,-4.211,1.343
1.048,-0.184,-0.168,-2.075,-2.686,-1.099
1.013,-0.228,-0.131,-3.418,-2.258,-3.662
1.083,-0.252,-0.13,-3.235,-1.892,-3.967
1.093,-0.279,-0.096,-1.77,-1.892,-3.479
1.108,-0.277,-0.077,0.061,0.122,-2.136
1.108,-0.276,-0.064,3.357,4.028,-1.709
1.106,-0.274,-0.053,5.676,7.751,-0.671
1.085,-0.262,-0.047,6.714,10.01,1.343
1.072,-0.256,-0.038,7.141,10.986,3.235
1.05,-0.243,-0.029,7.629,11.719,5.554
1.038,-0.23,-0.033,7.751,12.329,6.592
1.017,-0.225,-0.033,6.958,12.024,6.714
1.001,-0.219,-0.026,5.92,10.803,7.141
0.985,-0.21,-0.014,6.47,8.972,7.751
0.98,-0.216,-0.004,6.592,7.324,7.385
0.994,-0.233,-0.003,6.592,5.92,7.385
0.991,-0.241,0.008,6.653,4.761,7.324
0.986,-0.249,0.023,6.897,4.7,6.531
0.991,-0.266,0.039,6.348,4.822,6.287
0.979,-0.27,0.05,5.615,3.784,7.507
0.963,-0.256,0.064,5.493,3.174,8.484
0.962,-0.262,0.069,4.944,2.808,8.301
0.964,-0.269,0.07,4.028,2.808,8.423
0.949,-0.264,0.071,3.784,3.418,8.667
0.933,-0.248,0.076,4.395,4.578,8.24
0.931,-0.244,0.085,4.456,5.188,7.019
0.916,-0.226,0.087,2.93,5.31,6.653
0.893,-0.212,0.084,1.648,5.493,6.104
0.888,-0.205,0.068,1.465,5.249,4.639
0.888,-0.217,0.044,0.427,3.784,3.54
0.896,-0.237,0.029,-2.014,0,3.052
0.914,-0.24,0.022,-2.686,-4.15,3.174
0.937,-0.239,0.033,-3.235,-7.019,2.991
0.954,-0.256,0.025,-3.479,-7.141,1.953
0.966,-0.272,0.019,-3.845,-5.737,1.465
0.965,-0.257,-0.005,-2.502,-4.456,2.197
0.964,-0.254,-0.005,-0.793,-4.028,1.465
0.966,-0.249,-0.003,0.488,-5.432,0.977
0.965,-0.241,0.001,1.587,-7.08,1.709
0.968,-0.229,0.014,2.625,-7.935,1.892
0.98,-0.226,0.024,3.296,-7.568,1.587
0.977,-0.218,0.034,3.113,-6.226,1.648
0.981,-0.219,0.04,2.258,-4.028,1.709
0.985,-0.222,0.037,1.587,-2.563,1.831
0.978,-0.222,0.04,0.793,-1.709,2.502
0.952,-0.191,0.045,0.305,-0.793,3.357
0.942,-0.195,0.04,-0.183,0,3.235
0.942,-0.223,0.015,-2.075,-0.366,2.686
0.952,-0.242,-0.005,-2.808,-1.77,2.808
0.963,-0.253,-0.018,-2.014,-2.38,2.991
0.963,-0.258,-0.027,-0.549,-2.441,2.686
0.96,-0.252,-0.031,1.343,-2.441,2.075
0.96,-0.25,-0.029,2.563,-2.747,1.953
0.964,-0.253,-0.02,2.93,-3.357,2.258
0.971,-0.25,-0.016,3.113,-4.639,2.502
0.974,-0.25,-0.004,3.479,-5.676,2.991
0.976,-0.244,0.007,3.784,-6.104,3.113
0.971,-0.238,0.015,3.601,-5.859,2.869
0.962,-0.223,0.022,4.15,-5.737,2.93
0.953,-0.216,0.032,4.883,-5.249,2.625
0.957,-0.22,0.035,5.188,-5.005,1.77
0.962,-0.226,0.031,4.7,-5.676,2.319
0.959,-0.233,0.025,4.15,-6.897,3.357
0.962,-0.233,0.031,4.272,-8.423,3.479
0.971,-0.232,0.045,4.211,-9.766,3.418
0.977,-0.23,0.051,3.052,-10.437,4.028
0.976,-0.222,0.066,2.136,-9.705,4.028
0.979,-0.219,0.074,3.235,-7.202,2.747
0.975,-0.224,0.07,3.967,-3.845,1.282
0.97,-0.228,0.058,3.357,-1.892,0.977
0.956,-0.229,0.041,2.93,-1.709,1.099
0.939,-0.213,0.043,3.235,-1.953,0.916
0.932,-0.205,0.055,4.395,-2.319,0.061
0.936,-0.216,0.049,3.967,-2.38,-1.526
0.941,-0.225,0.036,3.174,-1.831,-1.892
0.952,-0.231,0.028,3.845,-1.892,-2.502
0.968,-0.249,0.029,3.967,-2.014,-3.174
0.969,-0.251,0.028,2.747,-2.014,-2.502
0.973,-0.253,0.026,3.052,-2.502,-2.197
0.972,-0.245,0.034,3.967,-2.502,-2.38
0.974,-0.242,0.041,5.005,-1.953,-2.93
0.981,-0.247,0.047,5.676,-1.343,-2.38
0.962,-0.235,0.05,4.761,-1.282,-1.648
0.951,-0.221,0.067,5.066,-1.77,-1.404
0.955,-0.214,0.075,5.066,-1.77,-1.404
0.963,-0.23,0.072,4.028,-1.526,-1.526
0.974,-0.24,0.062,3.479,-1.648,-1.465
0.974,-0.242,0.055,2.991,-1.587,-1.16
0.971,-0.239,0.062,2.625,-1.343,-0.793
0.974,-0.243,0.067,2.808,-0.854,-0.488
0.964,-0.241,0.063,2.075,-0.61,0.061
0.957,-0.244,0.062,1.892,-0.549,-0.244
0.958,-0.237,0.057,2.625,0.183,-0.61
0.949,-0.232,0.056,2.686,0.488,-0.488
0.949,-0.238,0.056,2.686,-0.183,0.183
0.951,-0.241,0.058,2.441,-1.343,0.366
0.954,-0.24,0.062,2.625,-1.343,0.061
0.958,-0.243,0.065,3.784,-0.854,-0.183
0.956,-0.24,0.072,3.967,-0.793,0.305
0.95,-0.232,0.078,3.601,-1.343,1.221
0.952,-0.228,0.084,3.052,-1.709,1.099
,,,,,
1.298,-0.991,-0.625,-67.932,3.479,-42.053
1.226,-0.86,-0.712,-51.331,7.446,-31.128
1.128,-0.689,-0.702,-36.743,3.662,-22.705
1.031,-0.555,-0.648,-27.588,-3.479,-17.212
0.997,-0.499,-0.601,-21.912,-10.193,-13.123
1.008,-0.474,-0.574,-19.043,-15.625,-9.705
1.032,-0.428,-0.55,-15.686,-20.569,-6.348
1.042,-0.366,-0.505,-9.46,-23.56,-3.296
1.025,-0.29,-0.461,-3.418,-22.644,-1.831
1.022,-0.237,-0.427,1.221,-19.531,-2.258
1.059,-0.218,-0.388,3.784,-17.517,-3.601
1.099,-0.212,-0.359,4.883,-17.395,-5.188
1.138,-0.222,-0.322,6.104,-17.395,-5.249
1.14,-0.199,-0.283,7.385,-17.151,-5.005
1.134,-0.18,-0.242,9.644,-15.991,-4.456
1.141,-0.172,-0.206,10.254,-15.198,-4.883
1.163,-0.184,-0.174,9.583,-15.503,-5.432
1.156,-0.178,-0.138,9.644,-15.32,-3.784
1.143,-0.164,-0.109,10.498,-14.709,-1.892
1.146,-0.165,-0.085,11.108,-14.282,-1.709
1.167,-0.197,-0.053,10.864,-13.306,-1.404
1.193,-0.208,-0.041,10.742,-10.559,0.732
1.179,-0.201,-0.036,11.414,-6.165,3.601
1.148,-0.182,-0.026,13.855,-2.93,4.822
1.11,-0.153,0,15.564,-1.587,5.859
1.09,-0.148,0.024,15.625,-1.892,6.531
1.074,-0.155,0.047,14.038,-2.686,6.592
1.046,-0.137,0.067,13.367,-3.052,7.507
1.038,-0.136,0.092,13,-3.113,7.568
1.044,-0.156,0.102,10.559,-2.502,7.324
1.044,-0.17,0.096,7.812,-1.648,8.24
1.04,-0.185,0.078,5.92,-0.977,8.545
1.038,-0.201,0.058,4.883,-0.854,8.484
1.035,-0.222,0.041,3.845,-1.404,9.094
1.029,-0.228,0.028,3.906,-2.075,10.437
1.017,-0.228,0.026,4.7,-2.441,11.292
0.999,-0.223,0.031,5.92,-1.892,11.292
0.971,-0.212,0.033,6.653,-1.099,10.986
0.957,-0.212,0.037,6.897,-1.221,10.925
0.941,-0.203,0.045,5.92,-2.197,10.803
0.924,-0.2,0.048,5.615,-3.723,10.071
0.928,-0.204,0.061,5.554,-5.249,8.85
0.92,-0.192,0.075,5.127,-5.615,8.545
0.909,-0.178,0.079,4.761,-5.188,7.935
0.91,-0.18,0.082,3.845,-4.761,6.897
0.926,-0.192,0.076,2.625,-4.456,6.042
0.933,-0.197,0.069,1.587,-5.249,6.714
0.936,-0.189,0.07,1.648,-5.798,7.69
0.943,-0.184,0.07,2.014,-5.127,7.69
0.936,-0.18,0.068,1.831,-4.395,7.69
0.928,-0.172,0.066,1.953,-3.54,7.263
0.926,-0.166,0.058,2.258,-2.197,6.287
0.927,-0.175,0.048,2.319,-0.366,4.822
0.923,-0.17,0.035,2.747,1.709,3.418
0.922,-0.167,0.02,3.357,3.723,1.892
0.921,-0.17,0.012,3.906,4.944,0.793
0.916,-0.167,0.005,4.272,4.456,0.549
0.923,-0.173,0.005,4.7,2.441,0.366
0.943,-0.173,0.004,4.822,-0.244,0.122
0.96,-0.182,0.006,4.578,-1.343,0.061
0.976,-0.193,0.008,4.944,0,-0.183
0.985,-0.192,0.004,6.287,2.686,0.183
0.983,-0.191,0.005,7.446,4.822,0.61
0.97,-0.18,0.021,8.118,5.432,1.038
0.952,-0.151,0.036,7.812,5.615,1.099
0.946,-0.148,0.044,7.08,5.92,-0.061
0.951,-0.153,0.045,5.737,6.042,-1.526
0.956,-0.156,0.041,4.639,6.226,-2.319
0.965,-0.169,0.033,3.906,6.165,-2.808
0.982,-0.187,0.018,4.211,6.165,-2.93
0.987,-0.197,0.009,4.395,5.31,-2.502
0.99,-0.199,0.012,4.517,3.784,-1.587
0.987,-0.19,0.019,4.639,2.441,-0.854
0.989,-0.184,0.027,5.371,1.526,-0.427
0.99,-0.181,0.035,5.432,1.282,-0.916
0.993,-0.177,0.043,5.005,0.488,-0.916
1,-0.174,0.045,4.517,0,-0.549
1.006,-0.188,0.046,3.906,0.122,-0.122
1.007,-0.189,0.042,3.357,0.793,0.122
1.006,-0.184,0.033,3.174,1.953,0.366
1.005,-0.189,0.023,2.869,2.319,0.488
0.995,-0.184,0.018,2.808,1.77,0.793
0.985,-0.176,0.026,3.235,0.488,1.587
0.98,-0.164,0.042,3.357,-0.854,1.953
0.978,-0.15,0.056,3.845,-0.854,1.648
0.979,-0.146,0.064,3.54,-0.916,1.099
0.983,-0.153,0.071,2.686,-1.526,0.916
0.994,-0.165,0.067,1.77,-1.953,1.404
1,-0.169,0.06,1.709,-1.77,1.465
1.003,-0.177,0.051,2.38,-1.16,1.038
1.001,-0.18,0.043,2.563,-0.854,1.343
0.991,-0.172,0.041,2.502,-1.709,1.526
0.993,-0.17,0.041,2.075,-2.197,1.221
0.997,-0.176,0.037,1.282,-2.319,1.343
1.001,-0.189,0.028,0.732,-2.075,1.648
0.998,-0.191,0.016,0.793,-1.16,2.014
0.981,-0.183,0.007,2.136,-0.244,2.014
0.972,-0.177,0.007,3.113,-0.366,2.38
0.98,-0.185,0.009,3.235,-1.099,2.808
0.977,-0.185,0.009,3.235,-1.282,3.418
0.968,-0.17,0.014,4.028,-0.671,3.357
0.971,-0.169,0.03,4.517,-0.488,2.808
0.975,-0.172,0.04,3.052,-0.916,2.93
0.97,-0.17,0.043,1.77,-1.282,3.601
0.973,-0.17,0.047,1.099,-1.038,3.662
0.967,-0.165,0.04,0.549,0,3.601
0.958,-0.164,0.028,0.488,1.038,3.601
0.949,-0.171,0.014,0.732,1.343,3.296
0.941,-0.17,0.009,1.953,1.038,2.869
0.936,-0.163,0.009,3.662,0.305,2.197
0.936,-0.159,0.011,4.883,-0.061,1.648
0.947,-0.167,0.011,5.554,-0.244,0.977
0.958,-0.171,0.013,5.92,-0.488,0.854
0.962,-0.167,0.02,5.432,-1.221,1.343
0.956,-0.159,0.028,4.15,-1.77,2.014
0.953,-0.159,0.033,2.869,-2.014,2.441
0.95,-0.162,0.039,1.831,-2.014,2.197
0.944,-0.156,0.039,1.465,-1.892,1.892
0.95,-0.163,0.034,1.16,-1.465,0.61
,,,,,
1.427,-1.01,-0.691,-94.116,22.827,-47.058
1.442,-1.001,-0.834,-80.811,19.104,-36.926
1.408,-0.941,-0.935,-66.345,17.883,-27.161
1.328,-0.807,-1.012,-51.575,18.005,-18.616
1.238,-0.689,-1.038,-38.818,16.418,-13.428
1.131,-0.572,-1.032,-28.015,14.221,-11.108
1.039,-0.466,-1.005,-17.456,11.963,-10.193
0.989,-0.369,-0.961,-9.644,7.874,-9.521
0.957,-0.337,-0.896,-4.944,1.77,-8.911
0.951,-0.3,-0.826,0.122,-5.31,-7.996
0.971,-0.285,-0.744,5.676,-13.672,-6.653
0.99,-0.263,-0.6,10.071,-23.315,-5.371
1.026,-0.206,-0.425,14.771,-32.166,-3.906
1.088,-0.185,-0.227,18.372,-37.17,-3.784
1.124,-0.13,-0.048,20.081,-36.133,-2.869
1.147,-0.086,0.091,21.667,-29.175,-1.465
1.177,-0.092,0.191,20.508,-19.165,-1.587
1.179,-0.097,0.259,17.639,-9.644,-0.61
1.132,-0.087,0.298,14.099,-1.404,1.099
1.077,-0.069,0.315,10.315,5.859,2.563
1.024,-0.066,0.292,5.737,12.573,2.625
0.992,-0.086,0.245,1.648,16.724,1.587
0.984,-0.128,0.194,-1.16,17.639,0.122
0.974,-0.163,0.156,-2.197,16.541,-0.305
0.966,-0.164,0.128,-1.099,15.259,0.549
0.971,-0.178,0.105,0.122,14.343,-0.122
0.989,-0.21,0.078,0.427,12.817,-1.099
1.013,-0.236,0.046,0.366,10.315,-1.343
1.033,-0.235,0.024,1.465,7.446,-1.221
1.059,-0.241,0.006,2.747,5.554,-0.854
1.059,-0.235,-0.001,3.357,4.761,-0.244
1.056,-0.218,-0.002,4.333,3.784,0.916
1.071,-0.214,-0.003,4.639,2.686,1.77
1.071,-0.212,0.003,3.662,1.831,2.258
1.057,-0.199,0.018,3.296,1.709,2.625
1.053,-0.192,0.045,3.296,1.587,2.502
1.06,-0.207,0.056,2.197,2.747,2.441
1.066,-0.224,0.047,1.831,4.883,3.662
1.07,-0.228,0.037,2.869,7.324,4.7
1.04,-0.214,0.036,2.991,8.667,5.493
1.017,-0.201,0.042,2.747,8.484,6.165
1.007,-0.198,0.045,1.77,7.141,7.141
0.997,-0.209,0.037,0.244,5.371,8.118
0.981,-0.219,0.031,0.549,4.211,7.507
0.967,-0.207,0.033,3.357,4.272,6.165
0.967,-0.207,0.047,5.188,3.723,5.493
0.974,-0.21,0.052,4.456,2.197,6.042
0.955,-0.191,0.056,3.235,0.732,7.935
0.948,-0.171,0.063,3.418,0.61,8.301
0.947,-0.164,0.062,3.723,1.465,7.019
0.931,-0.158,0.064,3.052,2.502,6.226
0.919,-0.157,0.055,3.418,3.235,5.005
0.92,-0.161,0.044,4.639,4.211,2.502
0.92,-0.154,0.035,5.31,4.944,1.099
0.922,-0.154,0.033,4.883,3.723,0.427
0.946,-0.167,0.022,3.235,1.404,0.366
0.951,-0.182,0.01,0.854,-0.671,1.526
0.944,-0.182,0.005,0.61,-1.526,1.953
0.943,-0.176,0.005,2.197,-1.16,1.587
0.953,-0.181,0.01,2.625,-1.404,1.709
0.95,-0.181,0.017,1.343,-2.625,2.625
0.949,-0.184,0.026,1.221,-3.418,3.113
0.956,-0.19,0.035,1.709,-2.991,3.296
0.958,-0.186,0.034,2.197,-1.343,3.418
0.958,-0.189,0.026,2.686,0.488,3.113
0.963,-0.202,0.012,2.563,1.343,2.319
0.959,-0.206,0.007,2.747,1.892,1.709
0.951,-0.203,0.001,3.967,2.441,1.099
0.948,-0.202,-0.004,4.639,2.502,0.366
0.943,-0.204,-0.005,4.395,2.136,-0.061
0.942,-0.202,-0.002,3.784,1.099,-0.427
0.937,-0.204,0.008,3.784,-0.122,-0.916
0.934,-0.2,0.016,4.456,-0.488,-1.465
0.935,-0.191,0.015,4.761,-1.099,-1.709
0.929,-0.191,0.019,4.517,-2.197,-2.136
0.941,-0.184,0.026,4.578,-3.601,-2.38
0.954,-0.184,0.034,4.333,-4.639,-2.319
0.963,-0.191,0.043,4.15,-4.7,-2.136
0.984,-0.194,0.046,4.517,-3.601,-2.014
1.001,-0.2,0.043,4.395,-2.319,-1.77
1.015,-0.204,0.046,3.235,-1.526,-1.648
1.019,-0.196,0.042,2.808,-0.244,-1.343
1.022,-0.197,0.033,2.869,1.648,-1.587
1.02,-0.2,0.019,2.93,2.563,-1.404
1.01,-0.187,0.01,3.418,2.014,-0.61
0.999,-0.178,0.012,3.418,-0.488,0.427
1.001,-0.185,0.019,2.991,-2.869,0.793
1.001,-0.189,0.027,2.747,-4.333,1.282
0.998,-0.178,0.04,3.296,-4.395,1.648
0.998,-0.175,0.05,3.54,-4.639,2.197
1.003,-0.188,0.052,2.686,-4.395,2.686
1.005,-0.194,0.046,2.014,-3.235,3.296
1.005,-0.193,0.044,2.563,-2.136,3.784
1,-0.19,0.042,2.991,-1.16,3.845
0.987,-0.182,0.042,3.296,-0.854,3.479
0.977,-0.176,0.049,4.089,-1.16,2.869
0.961,-0.16,0.054,4.15,-1.282,2.136
0.955,-0.163,0.055,3.54,-1.587,1.038
0.964,-0.177,0.056,2.441,-2.502,0.366
0.974,-0.185,0.057,1.587,-3.479,0.183
0.985,-0.193,0.059,0.671,-3.662,-0.122
0.994,-0.205,0.047,-0.061,-3.235,0.61
1.001,-0.219,0.031,-0.366,-2.441,1.343
1.002,-0.215,0.027,0.977,-1.953,2.075
0.997,-0.206,0.027,2.014,-1.587,2.686
0.996,-0.209,0.026,2.625,-1.16,2.441
0.974,-0.194,0.026,3.357,-0.366,2.441
0.953,-0.169,0.037,4.517,-0.61,2.686
0.955,-0.166,0.055,4.395,-1.648,2.197
0.959,-0.173,0.067,2.991,-2.747,2.136
0.96,-0.177,0.065,1.709,-3.174,1.892
0.961,-0.179,0.058,1.099,-2.93,1.404
